PeTe batch test script
Election50.pet,	Too many Leaders,	Naive BFS with Hash,	OutOfMemory,	-,	-,	-,	-,	2745184
Election1.pet,	Too many Leaders,	DFS with Monotonicity,	Not satisfiable,	0.04,	2,	2,	0, 	3, 	0,	44116
Election5.pet,	Too many Leaders,	DFS with Monotonicity,	Not satisfiable,	0.1,	2,	10,	0, 	72, 	0,	44116
Election10.pet,	Too many Leaders,	DFS with Monotonicity,	Not satisfiable,	0.21,	2,	20,	0, 	224, 	0,	44116
Election15.pet,	Too many Leaders,	DFS with Monotonicity,	Not satisfiable,	0.41,	2,	30,	0, 	489, 	0,	383676
Election20.pet,	Too many Leaders,	DFS with Monotonicity,	Not satisfiable,	0.76,	2,	40,	0, 	854, 	0,	574332
PeTe error, returned: 1,	44116
PeTe error, returned: 1,	44116
Election35.pet,	Too many Leaders,	DFS with Monotonicity,	Not satisfiable,	3.21,	2,	70,	0, 	3147, 	0,	1439700
Election40.pet,	Too many Leaders,	DFS with Monotonicity,	Not satisfiable,	4.15,	2,	80,	0, 	4097, 	0,	1825860
Election45.pet,	Too many Leaders,	DFS with Monotonicity,	OutOfMemory,	-,	-,	-,	-,	2261168
Election50.pet,	Too many Leaders,	DFS with Monotonicity,	OutOfMemory,	-,	-,	-,	-,	2745184
Election1.pet,	Too many Leaders,	BFS with Monotonicity,	Not satisfiable,	0.04,	3,	2,	0, 	3, 	1,	44116
Election5.pet,	Too many Leaders,	BFS with Monotonicity,	Not satisfiable,	0.09,	11,	20,	0, 	106, 	9,	44116
Election10.pet,	Too many Leaders,	BFS with Monotonicity,	Not satisfiable,	0.23,	22,	83,	0, 	441, 	20,	44116
Election15.pet,	Too many Leaders,	BFS with Monotonicity,	Not satisfiable,	0.53,	32,	163,	0, 	966, 	30,	383820
